Nome                                   	Criação                     	Modificação                 	Localização
ansitowin32.py                         	07/07/2023 - 17:03:57:253532	07/07/2023 - 17:03:57:254532	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\ansitowin32.py
initialise.py                          	07/07/2023 - 17:03:57:255531	07/07/2023 - 17:03:57:256533	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\initialise.py
win32.py                               	07/07/2023 - 17:03:57:257533	07/07/2023 - 17:03:57:258529	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\win32.py
winterm.py                             	07/07/2023 - 17:03:57:260529	07/07/2023 - 17:03:57:261529	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\winterm.py
__init__.py                            	07/07/2023 - 17:03:57:248535	07/07/2023 - 17:03:57:249535	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\__init__.py
ansitowin32_test.py                    	07/07/2023 - 17:03:57:267524	07/07/2023 - 17:03:57:268523	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\tests\ansitowin32_test.py
ansi_test.py                           	07/07/2023 - 17:03:57:265527	07/07/2023 - 17:03:57:265527	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\tests\ansi_test.py
initialise_test.py                     	07/07/2023 - 17:03:57:269522	07/07/2023 - 17:03:57:270522	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\tests\initialise_test.py
isatty_test.py                         	07/07/2023 - 17:03:57:271521	07/07/2023 - 17:03:57:272520	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\tests\isatty_test.py
utils.py                               	07/07/2023 - 17:03:57:273521	07/07/2023 - 17:03:57:274521	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\tests\utils.py
winterm_test.py                        	07/07/2023 - 17:03:57:275525	07/07/2023 - 17:03:57:276518	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\tests\winterm_test.py
__init__.py                            	07/07/2023 - 17:03:57:263527	07/07/2023 - 17:03:57:263527	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\colorama\tests\__init__.py
frame.py                               	07/07/2023 - 17:03:57:072869	07/07/2023 - 17:03:57:073869	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\frame.py
frame_collection.py                    	07/07/2023 - 17:03:57:074867	07/07/2023 - 17:03:57:075867	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\frame_collection.py
inspector.py                           	07/07/2023 - 17:03:57:076866	07/07/2023 - 17:03:57:077867	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\inspector.py
__init__.py                            	07/07/2023 - 17:03:57:057863	07/07/2023 - 17:03:57:057863	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\__init__.py
base_solution.py                       	07/07/2023 - 17:03:57:061861	07/07/2023 - 17:03:57:061861	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\contracts\base_solution.py
has_solutions_for_exception.py         	07/07/2023 - 17:03:57:063858	07/07/2023 - 17:03:57:064929	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\contracts\has_solutions_for_exception.py
provides_solution.py                   	07/07/2023 - 17:03:57:066873	07/07/2023 - 17:03:57:066873	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\contracts\provides_solution.py
solution.py                            	07/07/2023 - 17:03:57:068872	07/07/2023 - 17:03:57:068872	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\contracts\solution.py
solution_provider_repository.py        	07/07/2023 - 17:03:57:070871	07/07/2023 - 17:03:57:070871	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\contracts\solution_provider_repository.py
__init__.py                            	07/07/2023 - 17:03:57:059861	07/07/2023 - 17:03:57:059861	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\contracts\__init__.py
solution_provider_repository.py        	07/07/2023 - 17:03:57:082769	07/07/2023 - 17:03:57:083768	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\solution_providers\solution_provider_repository.py
__init__.py                            	07/07/2023 - 17:03:57:080766	07/07/2023 - 17:03:57:080766	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\crashtest\solution_providers\__init__.py
compat.py                              	07/07/2023 - 17:03:48:448152	07/07/2023 - 17:03:48:449152	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\compat.py
database.py                            	07/07/2023 - 17:03:48:450158	07/07/2023 - 17:03:48:451154	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\database.py
index.py                               	07/07/2023 - 17:03:48:453149	07/07/2023 - 17:03:48:453149	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\index.py
locators.py                            	07/07/2023 - 17:03:48:455152	07/07/2023 - 17:03:48:455152	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\locators.py
manifest.py                            	07/07/2023 - 17:03:48:457151	07/07/2023 - 17:03:48:457151	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\manifest.py
markers.py                             	07/07/2023 - 17:03:48:459777	07/07/2023 - 17:03:48:460001	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\markers.py
metadata.py                            	07/07/2023 - 17:03:48:462006	07/07/2023 - 17:03:48:462006	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\metadata.py
resources.py                           	07/07/2023 - 17:03:48:464344	07/07/2023 - 17:03:48:464344	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\resources.py
scripts.py                             	07/07/2023 - 17:03:48:466348	07/07/2023 - 17:03:48:466348	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\scripts.py
util.py                                	07/07/2023 - 17:03:48:479340	07/07/2023 - 17:03:48:480339	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\util.py
version.py                             	07/07/2023 - 17:03:48:482342	07/07/2023 - 17:03:48:483338	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\version.py
wheel.py                               	07/07/2023 - 17:03:48:495330	07/07/2023 - 17:03:48:495330	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\wheel.py
__init__.py                            	07/07/2023 - 17:03:48:446148	07/07/2023 - 17:03:48:446148	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\distlib\__init__.py
archive.py                             	07/07/2023 - 17:04:03:141646	07/07/2023 - 17:04:03:142643	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\archive.py
bundle.py                              	07/07/2023 - 17:04:03:144643	07/07/2023 - 17:04:03:145643	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\bundle.py
cli.py                                 	07/07/2023 - 17:04:03:147641	07/07/2023 - 17:04:03:148641	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\cli.py
client.py                              	07/07/2023 - 17:04:03:152638	07/07/2023 - 17:04:03:154638	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\client.py
config.py                              	07/07/2023 - 17:04:03:156636	07/07/2023 - 17:04:03:157635	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\config.py
credentials.py                         	07/07/2023 - 17:04:03:159634	07/07/2023 - 17:04:03:159634	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\credentials.py
diff_tree.py                           	07/07/2023 - 17:04:03:161633	07/07/2023 - 17:04:03:161633	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\diff_tree.py
errors.py                              	07/07/2023 - 17:04:03:164631	07/07/2023 - 17:04:03:164631	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\errors.py
fastexport.py                          	07/07/2023 - 17:04:03:167629	07/07/2023 - 17:04:03:167629	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\fastexport.py
file.py                                	07/07/2023 - 17:04:03:169627	07/07/2023 - 17:04:03:170628	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\file.py
graph.py                               	07/07/2023 - 17:04:03:172626	07/07/2023 - 17:04:03:173626	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\graph.py
greenthreads.py                        	07/07/2023 - 17:04:03:174625	07/07/2023 - 17:04:03:175624	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\greenthreads.py
hooks.py                               	07/07/2023 - 17:04:03:176624	07/07/2023 - 17:04:03:177624	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\hooks.py
ignore.py                              	07/07/2023 - 17:04:03:178622	07/07/2023 - 17:04:03:179622	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\ignore.py
index.py                               	07/07/2023 - 17:04:03:181619	07/07/2023 - 17:04:03:181619	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\index.py
lfs.py                                 	07/07/2023 - 17:04:03:183619	07/07/2023 - 17:04:03:184619	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\lfs.py
line_ending.py                         	07/07/2023 - 17:04:03:185618	07/07/2023 - 17:04:03:186618	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\line_ending.py
log_utils.py                           	07/07/2023 - 17:04:03:187616	07/07/2023 - 17:04:03:188616	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\log_utils.py
lru_cache.py                           	07/07/2023 - 17:04:03:189615	07/07/2023 - 17:04:03:190614	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\lru_cache.py
mailmap.py                             	07/07/2023 - 17:04:03:192616	07/07/2023 - 17:04:03:192616	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\mailmap.py
objects.py                             	07/07/2023 - 17:04:03:196611	07/07/2023 - 17:04:03:197612	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\objects.py
objectspec.py                          	07/07/2023 - 17:04:03:199609	07/07/2023 - 17:04:03:199609	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\objectspec.py
object_store.py                        	07/07/2023 - 17:04:03:194613	07/07/2023 - 17:04:03:195611	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\object_store.py
pack.py                                	07/07/2023 - 17:04:03:202608	07/07/2023 - 17:04:03:203609	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\pack.py
patch.py                               	07/07/2023 - 17:04:03:204608	07/07/2023 - 17:04:03:205605	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\patch.py
porcelain.py                           	07/07/2023 - 17:04:03:206607	07/07/2023 - 17:04:03:207606	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\porcelain.py
protocol.py                            	07/07/2023 - 17:04:03:209604	07/07/2023 - 17:04:03:210604	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\protocol.py
reflog.py                              	07/07/2023 - 17:04:03:213601	07/07/2023 - 17:04:03:213601	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\reflog.py
refs.py                                	07/07/2023 - 17:04:03:215600	07/07/2023 - 17:04:03:216600	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\refs.py
repo.py                                	07/07/2023 - 17:04:03:217600	07/07/2023 - 17:04:03:218598	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\repo.py
server.py                              	07/07/2023 - 17:04:03:219599	07/07/2023 - 17:04:03:220598	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\server.py
stash.py                               	07/07/2023 - 17:04:03:222595	07/07/2023 - 17:04:03:222595	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\stash.py
submodule.py                           	07/07/2023 - 17:04:03:226593	07/07/2023 - 17:04:03:227000	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\submodule.py
walk.py                                	07/07/2023 - 17:04:03:228006	07/07/2023 - 17:04:03:229004	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\walk.py
web.py                                 	07/07/2023 - 17:04:03:230004	07/07/2023 - 17:04:03:231003	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\web.py
__init__.py                            	07/07/2023 - 17:04:03:120654	07/07/2023 - 17:04:03:120654	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\__init__.py
__main__.py                            	07/07/2023 - 17:04:03:122659	07/07/2023 - 17:04:03:122659	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\__main__.py
gcs.py                                 	07/07/2023 - 17:04:03:235000	07/07/2023 - 17:04:03:235000	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\cloud\gcs.py
__init__.py                            	07/07/2023 - 17:04:03:233000	07/07/2023 - 17:04:03:233000	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\cloud\__init__.py
diffstat.py                            	07/07/2023 - 17:04:03:238997	07/07/2023 - 17:04:03:238997	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\contrib\diffstat.py
paramiko_vendor.py                     	07/07/2023 - 17:04:03:240997	07/07/2023 - 17:04:03:240997	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\contrib\paramiko_vendor.py
release_robot.py                       	07/07/2023 - 17:04:03:242996	07/07/2023 - 17:04:03:243996	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\contrib\release_robot.py
requests_vendor.py                     	07/07/2023 - 17:04:03:244996	07/07/2023 - 17:04:03:245995	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\contrib\requests_vendor.py
swift.py                               	07/07/2023 - 17:04:03:246994	07/07/2023 - 17:04:03:247994	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\contrib\swift.py
test_paramiko_vendor.py                	07/07/2023 - 17:04:03:249992	07/07/2023 - 17:04:03:249992	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\contrib\test_paramiko_vendor.py
test_release_robot.py                  	07/07/2023 - 17:04:03:251991	07/07/2023 - 17:04:03:251991	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\contrib\test_release_robot.py
test_swift.py                          	07/07/2023 - 17:04:03:254112	07/07/2023 - 17:04:03:254112	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\contrib\test_swift.py
test_swift_smoke.py                    	07/07/2023 - 17:04:03:256118	07/07/2023 - 17:04:03:256118	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\contrib\test_swift_smoke.py
__init__.py                            	07/07/2023 - 17:04:03:237000	07/07/2023 - 17:04:03:237000	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\contrib\__init__.py
test_archive.py                        	07/07/2023 - 17:04:03:260115	07/07/2023 - 17:04:03:260115	C:\Users\Windows\IdeaProjects\Buscador de Arquivos\venv\Lib\site-packages\dulwich\tests\test_archive.py
